Cliente,Email,ID Cartão Sócio,Localizador,clubeFavorito,Data da Compra,produto
Jessia Overland,jessia.overland@r7.com,SAMS-49290,LOC-SAMS48224,Campinas,13/8/2015,Passa Fácil Member's Mark
Vera Horwood,vera.horwood@hotmail.com,SAMS-24160,LOC-SAMS23256,São Bernardo do Campo,7/10/2015,Whisky Buchanan's 12 Anos 1 L
Vera Horwood,vera.horwood@hotmail.com,SAMS-24160,LOC-SAMS23256,São Bernardo do Campo,7/10/2015,Tira Manchas Member's Mark 2,5 Kg
Vera Horwood,vera.horwood@hotmail.com,SAMS-24160,LOC-SAMS23256,São Bernardo do Campo,7/10/2015,Mostarda Heinz
Suzanne Tifft,suzanne.tifft@ig.com.br,SAMS-7098,LOC-SAMS65193,Osasco,29/8/2016,Cereal Froot Loops Kellogg's
Suzanne Tifft,suzanne.tifft@ig.com.br,SAMS-7098,LOC-SAMS65193,Osasco,29/8/2016,Amaciante Concentrado Downy 3,96 L
Suzanne Tifft,suzanne.tifft@ig.com.br,SAMS-7098,LOC-SAMS65193,Osasco,29/8/2016,Whisky Buchanan's 12 Anos 1 L
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Kit Oral-B Stages
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Kit Oral-B Stages
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Escova Dental Oral-B Complete
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Shampoo ou Condicionador TRESemmé 1 L
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Molho Barbecue Heinz
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Filtro Melitta Aroma Max 103
Michal Hokanson,michal.hokanson@hotmail.com,SAMS-4122,LOC-SAMS10380,São Bernardo do Campo,8/7/2014,Sabonete Líquido Member's Mark 980 ml
Ling Lyster,ling.lyster@uol.com.br,SAMS-1123,LOC-SAMS36841,Águas Claras,30/1/2015,Filtro Melitta Aroma Max 103
Ling Lyster,ling.lyster@uol.com.br,SAMS-1123,LOC-SAMS36841,Águas Claras,30/1/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Ling Lyster,ling.lyster@uol.com.br,SAMS-1123,LOC-SAMS36841,Águas Claras,30/1/2015,Alimento para Cães Adultos Ultima Sachê
Ling Lyster,ling.lyster@uol.com.br,SAMS-1123,LOC-SAMS36841,Águas Claras,30/1/2015,Nescau Cereal Matinal 770 g
Cecil Kraham,cecil.kraham@ig.com.br,SAMS-20541,LOC-SAMS7650,Osasco,5/8/2014,Sucrilhos Kellogg's
Contessa Hayertz,contessa.hayertz@oi.com.br,SAMS-42550,LOC-SAMS6034,Tamboré,5/4/2014,Maionese Heinz
Contessa Hayertz,contessa.hayertz@oi.com.br,SAMS-42550,LOC-SAMS6034,Tamboré,5/4/2014,Aparelho de Barbear Gillette Prestobarba 3
Mabel Gunning,mabel.gunning@r7.com,SAMS-47143,LOC-SAMS4226,Santo André,10/9/2015,Mostarda Heinz
Mabel Gunning,mabel.gunning@r7.com,SAMS-47143,LOC-SAMS4226,Santo André,10/9/2015,Cápsulas Nescafé Dolce Gusto
Mabel Gunning,mabel.gunning@r7.com,SAMS-47143,LOC-SAMS4226,Santo André,10/9/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Mabel Gunning,mabel.gunning@r7.com,SAMS-47143,LOC-SAMS4226,Santo André,10/9/2015,Nescau Sachê 2.0 800 g
Digna Hinnenkamp,digna.hinnenkamp@hotmail.com,SAMS-12086,LOC-SAMS11797,Linha Amarela,24/12/2015,Eliminador de Odores Sanol 5 L
Digna Hinnenkamp,digna.hinnenkamp@hotmail.com,SAMS-12086,LOC-SAMS11797,Linha Amarela,24/12/2015,Lava Roupas Líquido Member's Mark 5 L
Digna Hinnenkamp,digna.hinnenkamp@hotmail.com,SAMS-12086,LOC-SAMS11797,Linha Amarela,24/12/2015,Lava Roupas Dreft
Hanna Shinoda,hanna.shinoda@globomail.com,SAMS-28110,LOC-SAMS7409,Santo André,2/3/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Rozanne Eberst,rozanne.eberst@pop.com.br,SAMS-2277,LOC-SAMS13926,Brasília,14/6/2014,Sacos para Lixo 15 L ou 30 L Member's Mark
Rozanne Eberst,rozanne.eberst@pop.com.br,SAMS-2277,LOC-SAMS13926,Brasília,14/6/2014,Amaciante Aconchego Ypê 5 L
Rozanne Eberst,rozanne.eberst@pop.com.br,SAMS-2277,LOC-SAMS13926,Brasília,14/6/2014,Shampoo Pantene 1 L
Bennie Hock,bennie.hock@oi.com.br,SAMS-46005,LOC-SAMS5454,São Bernardo do Campo,26/4/2015,Limpa Vidros Member's Mark
Bennie Hock,bennie.hock@oi.com.br,SAMS-46005,LOC-SAMS5454,São Bernardo do Campo,26/4/2015,Lava Roupas Dreft
Bennie Hock,bennie.hock@oi.com.br,SAMS-46005,LOC-SAMS5454,São Bernardo do Campo,26/4/2015,Shampoo ou Condicionador TRESemmé 1 L
Bennie Hock,bennie.hock@oi.com.br,SAMS-46005,LOC-SAMS5454,São Bernardo do Campo,26/4/2015,Lava Roupas em Pó Member's Mark 5 Kg
Breann Soiro,breann.soiro@hotmail.com,SAMS-3150,LOC-SAMS36031,Niterói,10/1/2016,Tira Manchas Member's Mark 2,5 Kg
Latricia Vacanti,latricia.vacanti@hotmail.com,SAMS-41299,LOC-SAMS33278,Linha Amarela,7/9/2014,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Latricia Vacanti,latricia.vacanti@hotmail.com,SAMS-41299,LOC-SAMS33278,Linha Amarela,7/9/2014,Sabonete Líquido Member's Mark 980 ml
Latricia Vacanti,latricia.vacanti@hotmail.com,SAMS-41299,LOC-SAMS33278,Linha Amarela,7/9/2014,Nescau Sachê 2.0 800 g
Latricia Vacanti,latricia.vacanti@hotmail.com,SAMS-41299,LOC-SAMS33278,Linha Amarela,7/9/2014,Tratamento Aussie Shine + Strong
Dana Kieke,dana.kieke@pop.com.br,SAMS-39447,LOC-SAMS29964,Recife,6/12/2016,Papel Toalha Kitchen Jumbo
Dana Kieke,dana.kieke@pop.com.br,SAMS-39447,LOC-SAMS29964,Recife,6/12/2016,Composto Lácteo Crescimento 1+ Ninho 800 g
Dana Kieke,dana.kieke@pop.com.br,SAMS-39447,LOC-SAMS29964,Recife,6/12/2016,Kit Fisher-Price
Dana Kieke,dana.kieke@pop.com.br,SAMS-39447,LOC-SAMS29964,Recife,6/12/2016,Tira Manchas Member's Mark 2,5 Kg
Yulanda Meardon,yulanda.meardon@zipmail.com.br,SAMS-59594,LOC-SAMS59834,Brasília,23/1/2016,Maionese Heinz
Yulanda Meardon,yulanda.meardon@zipmail.com.br,SAMS-59594,LOC-SAMS59834,Brasília,23/1/2016,Filtro Melitta Aroma Max 103
Yulanda Meardon,yulanda.meardon@zipmail.com.br,SAMS-59594,LOC-SAMS59834,Brasília,23/1/2016,Cereal Froot Loops Kellogg's
Yulanda Meardon,yulanda.meardon@zipmail.com.br,SAMS-59594,LOC-SAMS59834,Brasília,23/1/2016,Cápsulas Nescafé Dolce Gusto
Yulanda Meardon,yulanda.meardon@zipmail.com.br,SAMS-59594,LOC-SAMS59834,Brasília,23/1/2016,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Ileen Billie,ileen.billie@hotmail.com,SAMS-30006,LOC-SAMS24505,Linha Amarela,27/11/2015,Sucrilhos Kellogg's
Ileen Billie,ileen.billie@hotmail.com,SAMS-30006,LOC-SAMS24505,Linha Amarela,27/11/2015,Kit Shampoo + Condicionador Dove 750 ml
Ileen Billie,ileen.billie@hotmail.com,SAMS-30006,LOC-SAMS24505,Linha Amarela,27/11/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Sherrell Kogut,sherrell.kogut@hotmail.com,SAMS-15570,LOC-SAMS20625,Linha Amarela,9/3/2016,Sucrilhos Kellogg's
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Papel Higiênico Personal Decor
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Papel Higiênico Personal Decor
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Papel Higiênico Personal Decor
Darline Dillahunty,darline.dillahunty@gmail.com,SAMS-35649,LOC-SAMS10145,Santo André,18/4/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Francoise Vierra,francoise.vierra@folha.com.br,SAMS-38202,LOC-SAMS7262,Radial Leste,25/1/2014,Cereal Froot Loops Kellogg's
Francoise Vierra,francoise.vierra@folha.com.br,SAMS-38202,LOC-SAMS7262,Radial Leste,25/1/2014,Ração Carne e Vegetais Herói 18 Kg
Francoise Vierra,francoise.vierra@folha.com.br,SAMS-38202,LOC-SAMS7262,Radial Leste,25/1/2014,Tratamento Aussie Moist 3 Minutos
Marva Puppo,marva.puppo@hotmail.com,SAMS-2819,LOC-SAMS61109,Fortaleza,10/6/2015,Sucrilhos Kellogg's
Marva Puppo,marva.puppo@hotmail.com,SAMS-2819,LOC-SAMS61109,Fortaleza,10/6/2015,Aparelho de Barbear Gillette Prestobarba 3
Carlee Gallero,carlee.gallero@bol.com.br,SAMS-48638,LOC-SAMS54710,Niterói,14/9/2016,Maionese Heinz
Joann Piercy,joann.piercy@gmail.com,SAMS-49243,LOC-SAMS49483,São José dos Campos,5/7/2014,Sabão Líquido Roma Coco 2 L
Joann Piercy,joann.piercy@gmail.com,SAMS-49243,LOC-SAMS49483,São José dos Campos,5/7/2014,Kit Finish 3 Unidades
Joann Piercy,joann.piercy@gmail.com,SAMS-49243,LOC-SAMS49483,São José dos Campos,5/7/2014,Whisky Buchanan's 12 Anos 1 L
Shaneka Beeching,shaneka.beeching@oi.com.br,SAMS-26393,LOC-SAMS13596,Contagem,22/6/2016,Sacos para Lixo 50 L ou 100 L Member's Mark
Shaneka Beeching,shaneka.beeching@oi.com.br,SAMS-26393,LOC-SAMS13596,Contagem,22/6/2016,Lava Roupas Dreft
Herman Axelrad,herman.axelrad@uol.com.br,SAMS-39884,LOC-SAMS12096,Santo André,7/6/2015,Passa Fácil Member's Mark
Nerissa Messner,nerissa.messner@globomail.com,SAMS-14427,LOC-SAMS44248,Guarulhos,17/3/2016,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Nerissa Messner,nerissa.messner@globomail.com,SAMS-14427,LOC-SAMS44248,Guarulhos,17/3/2016,Shampoo ou Condicionador TRESemmé 1 L
Nerissa Messner,nerissa.messner@globomail.com,SAMS-14427,LOC-SAMS44248,Guarulhos,17/3/2016,Sucrilhos Kellogg's
Nerissa Messner,nerissa.messner@globomail.com,SAMS-14427,LOC-SAMS44248,Guarulhos,17/3/2016,Azeitonas Verdes sem Caroço Raiola 420 g
Nerissa Messner,nerissa.messner@globomail.com,SAMS-14427,LOC-SAMS44248,Guarulhos,17/3/2016,Limpa Vidros Member's Mark
Winona Marrone,winona.marrone@uol.com.br,SAMS-24105,LOC-SAMS57276,Campinas,1/12/2014,Absorvente com Abas Maxi Proteção Always
Dominick Toulouse,dominick.toulouse@globomail.com,SAMS-28171,LOC-SAMS54965,São José dos Campos,25/3/2014,Rolo Adesivo Scotch-Brite
Dominick Toulouse,dominick.toulouse@globomail.com,SAMS-28171,LOC-SAMS54965,São José dos Campos,25/3/2014,Aparelho de Barbear Gillette Prestobarba 3
Dominick Toulouse,dominick.toulouse@globomail.com,SAMS-28171,LOC-SAMS54965,São José dos Campos,25/3/2014,Tira Manchas Member's Mark 2,5 Kg
Janean Dantzler,janean.dantzler@r7.com,SAMS-65262,LOC-SAMS27236,Campinas,26/2/2014,Ração Carne e Vegetais Herói 18 Kg
Janean Dantzler,janean.dantzler@r7.com,SAMS-65262,LOC-SAMS27236,Campinas,26/2/2014,Amaciante Aconchego Ypê 5 L
Janean Dantzler,janean.dantzler@r7.com,SAMS-65262,LOC-SAMS27236,Campinas,26/2/2014,Sucrilhos Kellogg's
Darryl Traher,darryl.traher@bol.com.br,SAMS-5602,LOC-SAMS37989,Linha Amarela,10/12/2014,Freezer Roll 3 L
Darryl Traher,darryl.traher@bol.com.br,SAMS-5602,LOC-SAMS37989,Linha Amarela,10/12/2014,Mostarda Heinz
Drucilla Fansler,drucilla.fansler@pop.com.br,SAMS-31890,LOC-SAMS32245,Osasco,21/12/2014,Sucrilhos Power Chocolate Kellogg�s
Jonas Reggio,jonas.reggio@pop.com.br,SAMS-31458,LOC-SAMS47399,Brasília,27/2/2014,Amaciante Concentrado Downy 3,96 L
Latoya Rafel,latoya.rafel@bol.com.br,SAMS-27095,LOC-SAMS29973,Contagem,22/5/2015,Novi a Mop Twister
Latoya Rafel,latoya.rafel@bol.com.br,SAMS-27095,LOC-SAMS29973,Contagem,22/5/2015,Sabão Líquido Roma Coco 2 L
Latoya Rafel,latoya.rafel@bol.com.br,SAMS-27095,LOC-SAMS29973,Contagem,22/5/2015,Nescau Cereal Matinal 770 g
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Sabonete Líquido Member's Mark 980 ml
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Freezer Roll 3 L
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Alimento para Cães Adultos Ultima Sachê
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Lava Roupas Dreft
Joel Requa,joel.requa@gmail.com,SAMS-52219,LOC-SAMS53583,Porto Alegre,22/3/2016,Chocolate Kit Kat
Pattie Hazlett,pattie.hazlett@gmail.com,SAMS-13563,LOC-SAMS7259,Santo André,25/12/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Scot Clemenson,scot.clemenson@zipmail.com.br,SAMS-29723,LOC-SAMS29400,Vitória,13/10/2014,Maionese Heinz
Scot Clemenson,scot.clemenson@zipmail.com.br,SAMS-29723,LOC-SAMS29400,Vitória,13/10/2014,Sacos para Lixo Reforçado Dover Roll 100 L
Scot Clemenson,scot.clemenson@zipmail.com.br,SAMS-29723,LOC-SAMS29400,Vitória,13/10/2014,Maionese Heinz
Shawanda Furmanik,shawanda.furmanik@pop.com.br,SAMS-63079,LOC-SAMS31023,Santo Amaro,8/8/2015,Sucrilhos Power Chocolate Kellogg�s
Carlton Triola,carlton.triola@bol.com.br,SAMS-56862,LOC-SAMS54411,Contagem,22/10/2015,Tomate Inteiro Pelado Italiano Raiola
Carlton Triola,carlton.triola@bol.com.br,SAMS-56862,LOC-SAMS54411,Contagem,22/10/2015,Tira Manchas Member's Mark 2,5 Kg
Carlton Triola,carlton.triola@bol.com.br,SAMS-56862,LOC-SAMS54411,Contagem,22/10/2015,Sabão Líquido Roma Coco 2 L
Carlton Triola,carlton.triola@bol.com.br,SAMS-56862,LOC-SAMS54411,Contagem,22/10/2015,Passa Fácil Member's Mark
Carlton Triola,carlton.triola@bol.com.br,SAMS-56862,LOC-SAMS54411,Contagem,22/10/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Dorthy Deford,dorthy.deford@globomail.com,SAMS-52160,LOC-SAMS59181,São José dos Campos,23/7/2014,Azeitonas Verdes sem Caroço Raiola 420 g
Dorthy Deford,dorthy.deford@globomail.com,SAMS-52160,LOC-SAMS59181,São José dos Campos,23/7/2014,Alimento para Cães Adultos Ultima Sachê
Dorthy Deford,dorthy.deford@globomail.com,SAMS-52160,LOC-SAMS59181,São José dos Campos,23/7/2014,Nescau Cereal Matinal 770 g
Dorthy Deford,dorthy.deford@globomail.com,SAMS-52160,LOC-SAMS59181,São José dos Campos,23/7/2014,Composto Lácteo Crescimento 1+ Ninho 800 g
Vivien Cheverez,vivien.cheverez@r7.com,SAMS-26159,LOC-SAMS21886,Guarulhos,28/3/2016,Sucrilhos Kellogg's
Vivien Cheverez,vivien.cheverez@r7.com,SAMS-26159,LOC-SAMS21886,Guarulhos,28/3/2016,Sacos para Lixo 15 L ou 30 L Member's Mark
Vivien Cheverez,vivien.cheverez@r7.com,SAMS-26159,LOC-SAMS21886,Guarulhos,28/3/2016,Sucrilhos Kellogg's
Vivien Cheverez,vivien.cheverez@r7.com,SAMS-26159,LOC-SAMS21886,Guarulhos,28/3/2016,Mostarda Heinz
Stella Dekruif,stella.dekruif@bol.com.br,SAMS-11603,LOC-SAMS8468,Radial Leste,2/12/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Stella Dekruif,stella.dekruif@bol.com.br,SAMS-11603,LOC-SAMS8468,Radial Leste,2/12/2015,Tapete Higiênico Sanol Dog
Stella Dekruif,stella.dekruif@bol.com.br,SAMS-11603,LOC-SAMS8468,Radial Leste,2/12/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Dana Cascia,dana.cascia@globomail.com,SAMS-55802,LOC-SAMS31279,Águas Claras,23/3/2014,Amaciante Aconchego Ypê 5 L
Dana Cascia,dana.cascia@globomail.com,SAMS-55802,LOC-SAMS31279,Águas Claras,23/3/2014,Cápsulas Nescafé Dolce Gusto
Dana Cascia,dana.cascia@globomail.com,SAMS-55802,LOC-SAMS31279,Águas Claras,23/3/2014,Filtro Melitta Aroma Max 103
Adriane Labranche,adriane.labranche@hotmail.com,SAMS-36459,LOC-SAMS53584,Niterói,13/1/2015,Kit Finish 3 Unidades
Sharmaine Dyment,sharmaine.dyment@pop.com.br,SAMS-6224,LOC-SAMS28210,Santo Amaro,26/6/2016,Rolo Adesivo Scotch-Brite
Carolann Trethewey,carolann.trethewey@bol.com.br,SAMS-19492,LOC-SAMS36312,Salvador,3/9/2014,Papel Higiênico Personal Decor
Carolann Trethewey,carolann.trethewey@bol.com.br,SAMS-19492,LOC-SAMS36312,Salvador,3/9/2014,Tratamento Aussie Shine + Strong
Carolann Trethewey,carolann.trethewey@bol.com.br,SAMS-19492,LOC-SAMS36312,Salvador,3/9/2014,Filtro Melitta Aroma Max 103
Carolann Trethewey,carolann.trethewey@bol.com.br,SAMS-19492,LOC-SAMS36312,Salvador,3/9/2014,Amaciante Concentrado Downy 3,96 L
Carolann Trethewey,carolann.trethewey@bol.com.br,SAMS-19492,LOC-SAMS36312,Salvador,3/9/2014,Cereal Froot Loops Kellogg's
Rossana Kounick,rossana.kounick@oi.com.br,SAMS-39124,LOC-SAMS38189,Radial Leste,9/2/2016,Lava Roupas Líquido Member's Mark 5 L
Rossana Kounick,rossana.kounick@oi.com.br,SAMS-39124,LOC-SAMS38189,Radial Leste,9/2/2016,Tratamento Aussie Moist 3 Minutos
Rossana Kounick,rossana.kounick@oi.com.br,SAMS-39124,LOC-SAMS38189,Radial Leste,9/2/2016,Nescau Cereal Matinal 770 g
Rossana Kounick,rossana.kounick@oi.com.br,SAMS-39124,LOC-SAMS38189,Radial Leste,9/2/2016,Sabonete Líquido Jurassic 750 ml
Shon Lairsey,shon.lairsey@pop.com.br,SAMS-47621,LOC-SAMS14751,São Caetano do Sul,6/3/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Merlin Kordas,merlin.kordas@yahoo.com.br,SAMS-58669,LOC-SAMS19564,Curitiba - Atuba,20/5/2015,Tomate Inteiro Pelado Italiano Raiola
Merlin Kordas,merlin.kordas@yahoo.com.br,SAMS-58669,LOC-SAMS19564,Curitiba - Atuba,20/5/2015,Sabão Líquido Roma Coco 2 L
Garfield Esperanza,garfield.esperanza@hotmail.com,SAMS-12781,LOC-SAMS1205,Linha Amarela,6/10/2014,Molho Barbecue Heinz
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Kit Oral-B Stages
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Kit Finish 3 Unidades
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Composto Lácteo Crescimento 1+ Ninho 800 g
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Rolo Adesivo Scotch-Brite
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Conception Bonura,conception.bonura@uol.com.br,SAMS-26889,LOC-SAMS26675,Campinas,5/1/2014,Fralda Pampers Confort Sec
Murray Zenner,murray.zenner@folha.com.br,SAMS-47920,LOC-SAMS37176,Radial Leste,19/5/2014,Nescau Sachê 2.0 800 g
Mario Schmig,mario.schmig@yahoo.com.br,SAMS-10214,LOC-SAMS22042,Recife,27/8/2016,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Frida Jew,frida.jew@yahoo.com.br,SAMS-12835,LOC-SAMS59413,São Caetano do Sul,11/3/2015,Lava Roupas em Pó Member's Mark 5 Kg
Frida Jew,frida.jew@yahoo.com.br,SAMS-12835,LOC-SAMS59413,São Caetano do Sul,11/3/2015,Amaciante Concentrado Downy 3,96 L
Glenn Kunz,glenn.kunz@oi.com.br,SAMS-54541,LOC-SAMS19031,Niterói,4/7/2014,Lava Roupas Líquido Member's Mark 5 L
Glenn Kunz,glenn.kunz@oi.com.br,SAMS-54541,LOC-SAMS19031,Niterói,4/7/2014,Sabonete Líquido Member's Mark 980 ml
Glenn Kunz,glenn.kunz@oi.com.br,SAMS-54541,LOC-SAMS19031,Niterói,4/7/2014,Nescau Cereal Matinal 770 g
Kay Gasparino,kay.gasparino@yahoo.com.br,SAMS-3465,LOC-SAMS62306,Goiânia,10/12/2016,Kit Shampoo + Condicionador Dove 750 ml
Audria Riordan,audria.riordan@uol.com.br,SAMS-56062,LOC-SAMS33170,Águas Claras,4/11/2015,Absorvente com Abas Maxi Proteção Always
Audria Riordan,audria.riordan@uol.com.br,SAMS-56062,LOC-SAMS33170,Águas Claras,4/11/2015,Aparelho de Barbear Gillette Prestobarba 3
Audria Riordan,audria.riordan@uol.com.br,SAMS-56062,LOC-SAMS33170,Águas Claras,4/11/2015,Eliminador de Odores Sanol 5 L
Jose Flautt,jose.flautt@zipmail.com.br,SAMS-24027,LOC-SAMS57225,Santo Amaro,9/12/2015,Sabonete Líquido Jurassic 750 ml
Jose Flautt,jose.flautt@zipmail.com.br,SAMS-24027,LOC-SAMS57225,Santo Amaro,9/12/2015,Kit Shampoo + Condicionador Dove 750 ml
Carita Ziencina,carita.ziencina@pop.com.br,SAMS-53381,LOC-SAMS14475,Recife,17/12/2014,Sacos para Lixo 15 L ou 30 L Member's Mark
Carita Ziencina,carita.ziencina@pop.com.br,SAMS-53381,LOC-SAMS14475,Recife,17/12/2014,Sucrilhos Power Chocolate Kellogg�s
Carita Ziencina,carita.ziencina@pop.com.br,SAMS-53381,LOC-SAMS14475,Recife,17/12/2014,Ração Carne e Cereais Herói 18 Kg
Mindi Cuthrell,mindi.cuthrell@folha.com.br,SAMS-32854,LOC-SAMS49995,Niterói,18/6/2016,Mostarda Heinz
Mindi Cuthrell,mindi.cuthrell@folha.com.br,SAMS-32854,LOC-SAMS49995,Niterói,18/6/2016,Composto Lácteo Crescimento 1+ Ninho 800 g
Mindi Cuthrell,mindi.cuthrell@folha.com.br,SAMS-32854,LOC-SAMS49995,Niterói,18/6/2016,Aparelho de Barbear Gillette Prestobarba 3
Jacob Kunsman,jacob.kunsman@hotmail.com,SAMS-22923,LOC-SAMS13486,Niterói,18/5/2016,Freezer Roll 2 L
Jacob Kunsman,jacob.kunsman@hotmail.com,SAMS-22923,LOC-SAMS13486,Niterói,18/5/2016,Amaciante Concentrado Downy 3,96 L
Jacob Kunsman,jacob.kunsman@hotmail.com,SAMS-22923,LOC-SAMS13486,Niterói,18/5/2016,Nescau Sachê 2.0 800 g
Elnora Vilain,elnora.vilain@yahoo.com.br,SAMS-62074,LOC-SAMS1096,Santo Amaro,27/4/2014,Shampoo ou Condicionador TRESemmé 1 L
Elnora Vilain,elnora.vilain@yahoo.com.br,SAMS-62074,LOC-SAMS1096,Santo Amaro,27/4/2014,Escova Dental Oral-B Complete
Elnora Vilain,elnora.vilain@yahoo.com.br,SAMS-62074,LOC-SAMS1096,Santo Amaro,27/4/2014,Ração Carne e Cereais Herói 18 Kg
Elnora Vilain,elnora.vilain@yahoo.com.br,SAMS-62074,LOC-SAMS1096,Santo Amaro,27/4/2014,Kit Finish 3 Unidades
Elnora Vilain,elnora.vilain@yahoo.com.br,SAMS-62074,LOC-SAMS1096,Santo Amaro,27/4/2014,Lava Roupas Líquido Member's Mark 5 L
January Branske,january.branske@gmail.com,SAMS-14403,LOC-SAMS25772,Curitiba - Barigui,14/4/2016,Cereal Froot Loops Kellogg's
January Branske,january.branske@gmail.com,SAMS-14403,LOC-SAMS25772,Curitiba - Barigui,14/4/2016,Cápsulas Nescafé Dolce Gusto
January Branske,january.branske@gmail.com,SAMS-14403,LOC-SAMS25772,Curitiba - Barigui,14/4/2016,Escova Dental Oral-B Complete
January Branske,january.branske@gmail.com,SAMS-14403,LOC-SAMS25772,Curitiba - Barigui,14/4/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Ossie Mulkern,ossie.mulkern@pop.com.br,SAMS-61453,LOC-SAMS51339,Goiânia,14/2/2014,Lava Roupas Dreft
Ossie Mulkern,ossie.mulkern@pop.com.br,SAMS-61453,LOC-SAMS51339,Goiânia,14/2/2014,Lava Roupas Líquido Member's Mark 5 L
Ossie Mulkern,ossie.mulkern@pop.com.br,SAMS-61453,LOC-SAMS51339,Goiânia,14/2/2014,Nescau Cereal Matinal 770 g
Ossie Mulkern,ossie.mulkern@pop.com.br,SAMS-61453,LOC-SAMS51339,Goiânia,14/2/2014,Escova Dental Oral-B Complete
Tasia Boie,tasia.boie@zipmail.com.br,SAMS-65406,LOC-SAMS1350,Recife,11/7/2015,Lava Roupas Líquido Member's Mark 5 L
Tasia Boie,tasia.boie@zipmail.com.br,SAMS-65406,LOC-SAMS1350,Recife,11/7/2015,Kit Shampoo + Condicionador Dove 750 ml
Tasia Boie,tasia.boie@zipmail.com.br,SAMS-65406,LOC-SAMS1350,Recife,11/7/2015,Alimento para Cães Adultos Ultima Sachê
Tasia Boie,tasia.boie@zipmail.com.br,SAMS-65406,LOC-SAMS1350,Recife,11/7/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Lorinda Campanelli,lorinda.campanelli@bol.com.br,SAMS-35866,LOC-SAMS11211,Contagem,21/5/2016,Ração Carne e Vegetais Herói 18 Kg
Aletha Leuckel,aletha.leuckel@gmail.com,SAMS-40434,LOC-SAMS53017,Campinas,22/3/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Sona Blinn,sona.blinn@r7.com,SAMS-13700,LOC-SAMS34681,São José dos Campos,13/9/2014,Papel Toalha Kitchen Jumbo
